bookmaker,canonical_player_id,detail,game_id,line,market,model_version,player_name,readiness,reason,season,side,team,week
bovada,4432710,prediction probability unavailable,espn-401772720,20.5,receiving_yards,,TreVeyon Henderson,,PREDICTION_MISSING,2025,OVER,NE,1
fanduel,4432710,prediction probability unavailable,espn-401772720,20.5,receiving_yards,,TreVeyon Henderson,,PREDICTION_MISSING,2025,OVER,NE,1
williamhill_us,4432710,prediction probability unavailable,espn-401772720,20.5,receiving_yards,,TreVeyon Henderson,,PREDICTION_MISSING,2025,OVER,NE,1
betrivers,4432710,prediction probability unavailable,espn-401772720,21.5,receiving_yards,,TreVeyon Henderson,,PREDICTION_MISSING,2025,OVER,NE,1
draftkings,4432710,prediction probability unavailable,espn-401772720,19.5,receiving_yards,,TreVeyon Henderson,,PREDICTION_MISSING,2025,UNDER,NE,1
betmgm,4432710,prediction probability unavailable,espn-401772720,20.5,receiving_yards,,TreVeyon Henderson,,PREDICTION_MISSING,2025,UNDER,NE,1
betonlineag,4432710,prediction probability unavailable,espn-401772720,20.5,receiving_yards,,TreVeyon Henderson,,PREDICTION_MISSING,2025,UNDER,NE,1
bovada,4432710,prediction probability unavailable,espn-401772720,20.5,receiving_yards,,TreVeyon Henderson,,PREDICTION_MISSING,2025,UNDER,NE,1
fanduel,4432710,prediction probability unavailable,espn-401772720,20.5,receiving_yards,,TreVeyon Henderson,,PREDICTION_MISSING,2025,UNDER,NE,1
williamhill_us,4432710,prediction probability unavailable,espn-401772720,20.5,receiving_yards,,TreVeyon Henderson,,PREDICTION_MISSING,2025,UNDER,NE,1
betrivers,4432710,prediction probability unavailable,espn-401772720,21.5,receiving_yards,,TreVeyon Henderson,,PREDICTION_MISSING,2025,UNDER,NE,1
betmgm,4432710,prediction probability unavailable,espn-401772720,2.5,receptions,,TreVeyon Henderson,,PREDICTION_MISSING,2025,OVER,NE,1
betonlineag,4432710,prediction probability unavailable,espn-401772720,2.5,receptions,,TreVeyon Henderson,,PREDICTION_MISSING,2025,OVER,NE,1
betrivers,4432710,prediction probability unavailable,espn-401772720,2.5,receptions,,TreVeyon Henderson,,PREDICTION_MISSING,2025,OVER,NE,1
bovada,4432710,prediction probability unavailable,espn-401772720,2.5,receptions,,TreVeyon Henderson,,PREDICTION_MISSING,2025,OVER,NE,1
draftkings,4432710,prediction probability unavailable,espn-401772720,2.5,receptions,,TreVeyon Henderson,,PREDICTION_MISSING,2025,OVER,NE,1
fanduel,4432710,prediction probability unavailable,espn-401772720,2.5,receptions,,TreVeyon Henderson,,PREDICTION_MISSING,2025,OVER,NE,1
williamhill_us,4432710,prediction probability unavailable,espn-401772720,2.5,receptions,,TreVeyon Henderson,,PREDICTION_MISSING,2025,OVER,NE,1
betmgm,4432710,prediction probability unavailable,espn-401772720,2.5,receptions,,TreVeyon Henderson,,PREDICTION_MISSING,2025,UNDER,NE,1
betonlineag,4432710,prediction probability unavailable,espn-401772720,2.5,receptions,,TreVeyon Henderson,,PREDICTION_MISSING,2025,UNDER,NE,1
betrivers,4432710,prediction probability unavailable,espn-401772720,2.5,receptions,,TreVeyon Henderson,,PREDICTION_MISSING,2025,UNDER,NE,1
bovada,4432710,prediction probability unavailable,espn-401772720,2.5,receptions,,TreVeyon Henderson,,PREDICTION_MISSING,2025,UNDER,NE,1
draftkings,4432710,prediction probability unavailable,espn-401772720,2.5,receptions,,TreVeyon Henderson,,PREDICTION_MISSING,2025,UNDER,NE,1
fanduel,4432710,prediction probability unavailable,espn-401772720,2.5,receptions,,TreVeyon Henderson,,PREDICTION_MISSING,2025,UNDER,NE,1
williamhill_us,4432710,prediction probability unavailable,espn-401772720,2.5,receptions,,TreVeyon Henderson,,PREDICTION_MISSING,2025,UNDER,NE,1
betmgm,4432710,prediction probability unavailable,espn-401772720,9.5,rushing_attempts,,TreVeyon Henderson,,PREDICTION_MISSING,2025,OVER,NE,1
betonlineag,4432710,prediction probability unavailable,espn-401772720,9.5,rushing_attempts,,TreVeyon Henderson,,PREDICTION_MISSING,2025,OVER,NE,1
betrivers,4432710,prediction probability unavailable,espn-401772720,9.5,rushing_attempts,,TreVeyon Henderson,,PREDICTION_MISSING,2025,OVER,NE,1
bovada,4432710,prediction probability unavailable,espn-401772720,9.5,rushing_attempts,,TreVeyon Henderson,,PREDICTION_MISSING,2025,OVER,NE,1
draftkings,4432710,prediction probability unavailable,espn-401772720,9.5,rushing_attempts,,TreVeyon Henderson,,PREDICTION_MISSING,2025,OVER,NE,1
fanduel,4432710,prediction probability unavailable,espn-401772720,9.5,rushing_attempts,,TreVeyon Henderson,,PREDICTION_MISSING,2025,OVER,NE,1
betmgm,4432710,prediction probability unavailable,espn-401772720,9.5,rushing_attempts,,TreVeyon Henderson,,PREDICTION_MISSING,2025,UNDER,NE,1
betonlineag,4432710,prediction probability unavailable,espn-401772720,9.5,rushing_attempts,,TreVeyon Henderson,,PREDICTION_MISSING,2025,UNDER,NE,1
betrivers,4432710,prediction probability unavailable,espn-401772720,9.5,rushing_attempts,,TreVeyon Henderson,,PREDICTION_MISSING,2025,UNDER,NE,1
bovada,4432710,prediction probability unavailable,espn-401772720,9.5,rushing_attempts,,TreVeyon Henderson,,PREDICTION_MISSING,2025,UNDER,NE,1
draftkings,4432710,prediction probability unavailable,espn-401772720,9.5,rushing_attempts,,TreVeyon Henderson,,PREDICTION_MISSING,2025,UNDER,NE,1
fanduel,4432710,prediction probability unavailable,espn-401772720,9.5,rushing_attempts,,TreVeyon Henderson,,PREDICTION_MISSING,2025,UNDER,NE,1
fanduel,4432710,prediction probability unavailable,espn-401772720,38.5,rushing_yards,,TreVeyon Henderson,,PREDICTION_MISSING,2025,OVER,NE,1
betmgm,4432710,prediction probability unavailable,espn-401772720,40.5,rushing_yards,,TreVeyon Henderson,,PREDICTION_MISSING,2025,OVER,NE,1
betonlineag,4432710,prediction probability unavailable,espn-401772720,40.5,rushing_yards,,TreVeyon Henderson,,PREDICTION_MISSING,2025,OVER,NE,1
betrivers,4432710,prediction probability unavailable,espn-401772720,40.5,rushing_yards,,TreVeyon Henderson,,PREDICTION_MISSING,2025,OVER,NE,1
bovada,4432710,prediction probability unavailable,espn-401772720,40.5,rushing_yards,,TreVeyon Henderson,,PREDICTION_MISSING,2025,OVER,NE,1
draftkings,4432710,prediction probability unavailable,espn-401772720,40.5,rushing_yards,,TreVeyon Henderson,,PREDICTION_MISSING,2025,OVER,NE,1
williamhill_us,4432710,prediction probability unavailable,espn-401772720,40.5,rushing_yards,,TreVeyon Henderson,,PREDICTION_MISSING,2025,OVER,NE,1
fanduel,4432710,prediction probability unavailable,espn-401772720,38.5,rushing_yards,,TreVeyon Henderson,,PREDICTION_MISSING,2025,UNDER,NE,1
betmgm,4432710,prediction probability unavailable,espn-401772720,40.5,rushing_yards,,TreVeyon Henderson,,PREDICTION_MISSING,2025,UNDER,NE,1
betonlineag,4432710,prediction probability unavailable,espn-401772720,40.5,rushing_yards,,TreVeyon Henderson,,PREDICTION_MISSING,2025,UNDER,NE,1
betrivers,4432710,prediction probability unavailable,espn-401772720,40.5,rushing_yards,,TreVeyon Henderson,,PREDICTION_MISSING,2025,UNDER,NE,1
bovada,4432710,prediction probability unavailable,espn-401772720,40.5,rushing_yards,,TreVeyon Henderson,,PREDICTION_MISSING,2025,UNDER,NE,1
draftkings,4432710,prediction probability unavailable,espn-401772720,40.5,rushing_yards,,TreVeyon Henderson,,PREDICTION_MISSING,2025,UNDER,NE,1
williamhill_us,4432710,prediction probability unavailable,espn-401772720,40.5,rushing_yards,,TreVeyon Henderson,,PREDICTION_MISSING,2025,UNDER,NE,1
betrivers,4432775,prediction probability unavailable,espn-401772720,23.5,receiving_yards,,Dont'e Thornton Jr.,,PREDICTION_MISSING,2025,OVER,LV,1
draftkings,4432775,prediction probability unavailable,espn-401772720,25.5,receiving_yards,,Dont'e Thornton Jr.,,PREDICTION_MISSING,2025,OVER,LV,1
fanduel,4432775,prediction probability unavailable,espn-401772720,25.5,receiving_yards,,Dont'e Thornton Jr.,,PREDICTION_MISSING,2025,OVER,LV,1
betonlineag,4432775,prediction probability unavailable,espn-401772720,26.5,receiving_yards,,Dont'e Thornton Jr.,,PREDICTION_MISSING,2025,OVER,LV,1
williamhill_us,4432775,prediction probability unavailable,espn-401772720,26.5,receiving_yards,,Dont'e Thornton Jr.,,PREDICTION_MISSING,2025,OVER,LV,1
betrivers,4432775,prediction probability unavailable,espn-401772720,23.5,receiving_yards,,Dont'e Thornton Jr.,,PREDICTION_MISSING,2025,UNDER,LV,1
draftkings,4432775,prediction probability unavailable,espn-401772720,25.5,receiving_yards,,Dont'e Thornton Jr.,,PREDICTION_MISSING,2025,UNDER,LV,1
fanduel,4432775,prediction probability unavailable,espn-401772720,25.5,receiving_yards,,Dont'e Thornton Jr.,,PREDICTION_MISSING,2025,UNDER,LV,1
betonlineag,4432775,prediction probability unavailable,espn-401772720,26.5,receiving_yards,,Dont'e Thornton Jr.,,PREDICTION_MISSING,2025,UNDER,LV,1
williamhill_us,4432775,prediction probability unavailable,espn-401772720,26.5,receiving_yards,,Dont'e Thornton Jr.,,PREDICTION_MISSING,2025,UNDER,LV,1
betonlineag,4432775,prediction probability unavailable,espn-401772720,1.5,receptions,,Dont'e Thornton Jr.,,PREDICTION_MISSING,2025,OVER,LV,1
betrivers,4432775,prediction probability unavailable,espn-401772720,2.5,receptions,,Dont'e Thornton Jr.,,PREDICTION_MISSING,2025,OVER,LV,1
draftkings,4432775,prediction probability unavailable,espn-401772720,2.5,receptions,,Dont'e Thornton Jr.,,PREDICTION_MISSING,2025,OVER,LV,1
fanduel,4432775,prediction probability unavailable,espn-401772720,2.5,receptions,,Dont'e Thornton Jr.,,PREDICTION_MISSING,2025,OVER,LV,1
williamhill_us,4432775,prediction probability unavailable,espn-401772720,2.5,receptions,,Dont'e Thornton Jr.,,PREDICTION_MISSING,2025,OVER,LV,1
betonlineag,4432775,prediction probability unavailable,espn-401772720,1.5,receptions,,Dont'e Thornton Jr.,,PREDICTION_MISSING,2025,UNDER,LV,1
betrivers,4432775,prediction probability unavailable,espn-401772720,2.5,receptions,,Dont'e Thornton Jr.,,PREDICTION_MISSING,2025,UNDER,LV,1
draftkings,4432775,prediction probability unavailable,espn-401772720,2.5,receptions,,Dont'e Thornton Jr.,,PREDICTION_MISSING,2025,UNDER,LV,1
fanduel,4432775,prediction probability unavailable,espn-401772720,2.5,receptions,,Dont'e Thornton Jr.,,PREDICTION_MISSING,2025,UNDER,LV,1
williamhill_us,4432775,prediction probability unavailable,espn-401772720,2.5,receptions,,Dont'e Thornton Jr.,,PREDICTION_MISSING,2025,UNDER,LV,1
betmgm,4569173,prediction probability unavailable,espn-401772720,10.5,rushing_attempts,,Rhamondre Stevenson,,PREDICTION_MISSING,2025,OVER,NE,1
betonlineag,4569173,prediction probability unavailable,espn-401772720,10.5,rushing_attempts,,Rhamondre Stevenson,,PREDICTION_MISSING,2025,OVER,NE,1
betrivers,4569173,prediction probability unavailable,espn-401772720,10.5,rushing_attempts,,Rhamondre Stevenson,,PREDICTION_MISSING,2025,OVER,NE,1
draftkings,4569173,prediction probability unavailable,espn-401772720,10.5,rushing_attempts,,Rhamondre Stevenson,,PREDICTION_MISSING,2025,OVER,NE,1
fanduel,4569173,prediction probability unavailable,espn-401772720,10.5,rushing_attempts,,Rhamondre Stevenson,,PREDICTION_MISSING,2025,OVER,NE,1
bovada,4569173,prediction probability unavailable,espn-401772720,11.5,rushing_attempts,,Rhamondre Stevenson,,PREDICTION_MISSING,2025,OVER,NE,1
betmgm,4569173,prediction probability unavailable,espn-401772720,10.5,rushing_attempts,,Rhamondre Stevenson,,PREDICTION_MISSING,2025,UNDER,NE,1
betonlineag,4569173,prediction probability unavailable,espn-401772720,10.5,rushing_attempts,,Rhamondre Stevenson,,PREDICTION_MISSING,2025,UNDER,NE,1
betrivers,4569173,prediction probability unavailable,espn-401772720,10.5,rushing_attempts,,Rhamondre Stevenson,,PREDICTION_MISSING,2025,UNDER,NE,1
draftkings,4569173,prediction probability unavailable,espn-401772720,10.5,rushing_attempts,,Rhamondre Stevenson,,PREDICTION_MISSING,2025,UNDER,NE,1
fanduel,4569173,prediction probability unavailable,espn-401772720,10.5,rushing_attempts,,Rhamondre Stevenson,,PREDICTION_MISSING,2025,UNDER,NE,1
bovada,4569173,prediction probability unavailable,espn-401772720,11.5,rushing_attempts,,Rhamondre Stevenson,,PREDICTION_MISSING,2025,UNDER,NE,1
fanduel,4569173,prediction probability unavailable,espn-401772720,39.5,rushing_yards,,Rhamondre Stevenson,,PREDICTION_MISSING,2025,OVER,NE,1
betonlineag,4569173,prediction probability unavailable,espn-401772720,40.5,rushing_yards,,Rhamondre Stevenson,,PREDICTION_MISSING,2025,OVER,NE,1
betrivers,4569173,prediction probability unavailable,espn-401772720,40.5,rushing_yards,,Rhamondre Stevenson,,PREDICTION_MISSING,2025,OVER,NE,1
bovada,4569173,prediction probability unavailable,espn-401772720,42.5,rushing_yards,,Rhamondre Stevenson,,PREDICTION_MISSING,2025,OVER,NE,1
draftkings,4569173,prediction probability unavailable,espn-401772720,42.5,rushing_yards,,Rhamondre Stevenson,,PREDICTION_MISSING,2025,OVER,NE,1
williamhill_us,4569173,prediction probability unavailable,espn-401772720,42.5,rushing_yards,,Rhamondre Stevenson,,PREDICTION_MISSING,2025,OVER,NE,1
betmgm,4569173,prediction probability unavailable,espn-401772720,43.5,rushing_yards,,Rhamondre Stevenson,,PREDICTION_MISSING,2025,OVER,NE,1
fanduel,4569173,prediction probability unavailable,espn-401772720,39.5,rushing_yards,,Rhamondre Stevenson,,PREDICTION_MISSING,2025,UNDER,NE,1
betonlineag,4569173,prediction probability unavailable,espn-401772720,40.5,rushing_yards,,Rhamondre Stevenson,,PREDICTION_MISSING,2025,UNDER,NE,1
betrivers,4569173,prediction probability unavailable,espn-401772720,40.5,rushing_yards,,Rhamondre Stevenson,,PREDICTION_MISSING,2025,UNDER,NE,1
bovada,4569173,prediction probability unavailable,espn-401772720,42.5,rushing_yards,,Rhamondre Stevenson,,PREDICTION_MISSING,2025,UNDER,NE,1
draftkings,4569173,prediction probability unavailable,espn-401772720,42.5,rushing_yards,,Rhamondre Stevenson,,PREDICTION_MISSING,2025,UNDER,NE,1
williamhill_us,4569173,prediction probability unavailable,espn-401772720,42.5,rushing_yards,,Rhamondre Stevenson,,PREDICTION_MISSING,2025,UNDER,NE,1
betmgm,4569173,prediction probability unavailable,espn-401772720,43.5,rushing_yards,,Rhamondre Stevenson,,PREDICTION_MISSING,2025,UNDER,NE,1
bovada,4890973,prediction probability unavailable,espn-401772720,17.5,receiving_yards,,Ashton Jeanty,,PREDICTION_MISSING,2025,OVER,LV,1
draftkings,4890973,prediction probability unavailable,espn-401772720,17.5,receiving_yards,,Ashton Jeanty,,PREDICTION_MISSING,2025,OVER,LV,1
betmgm,4890973,prediction probability unavailable,espn-401772720,18.5,receiving_yards,,Ashton Jeanty,,PREDICTION_MISSING,2025,OVER,LV,1
betonlineag,4890973,prediction probability unavailable,espn-401772720,18.5,receiving_yards,,Ashton Jeanty,,PREDICTION_MISSING,2025,OVER,LV,1
betrivers,4890973,prediction probability unavailable,espn-401772720,18.5,receiving_yards,,Ashton Jeanty,,PREDICTION_MISSING,2025,OVER,LV,1
fanduel,4890973,prediction probability unavailable,espn-401772720,18.5,receiving_yards,,Ashton Jeanty,,PREDICTION_MISSING,2025,OVER,LV,1
williamhill_us,4890973,prediction probability unavailable,espn-401772720,18.5,receiving_yards,,Ashton Jeanty,,PREDICTION_MISSING,2025,OVER,LV,1
bovada,4890973,prediction probability unavailable,espn-401772720,17.5,receiving_yards,,Ashton Jeanty,,PREDICTION_MISSING,2025,UNDER,LV,1
draftkings,4890973,prediction probability unavailable,espn-401772720,17.5,receiving_yards,,Ashton Jeanty,,PREDICTION_MISSING,2025,UNDER,LV,1
betmgm,4890973,prediction probability unavailable,espn-401772720,18.5,receiving_yards,,Ashton Jeanty,,PREDICTION_MISSING,2025,UNDER,LV,1
betonlineag,4890973,prediction probability unavailable,espn-401772720,18.5,receiving_yards,,Ashton Jeanty,,PREDICTION_MISSING,2025,UNDER,LV,1
betrivers,4890973,prediction probability unavailable,espn-401772720,18.5,receiving_yards,,Ashton Jeanty,,PREDICTION_MISSING,2025,UNDER,LV,1
fanduel,4890973,prediction probability unavailable,espn-401772720,18.5,receiving_yards,,Ashton Jeanty,,PREDICTION_MISSING,2025,UNDER,LV,1
williamhill_us,4890973,prediction probability unavailable,espn-401772720,18.5,receiving_yards,,Ashton Jeanty,,PREDICTION_MISSING,2025,UNDER,LV,1
betmgm,4890973,prediction probability unavailable,espn-401772720,2.5,receptions,,Ashton Jeanty,,PREDICTION_MISSING,2025,OVER,LV,1
betonlineag,4890973,prediction probability unavailable,espn-401772720,2.5,receptions,,Ashton Jeanty,,PREDICTION_MISSING,2025,OVER,LV,1
betrivers,4890973,prediction probability unavailable,espn-401772720,2.5,receptions,,Ashton Jeanty,,PREDICTION_MISSING,2025,OVER,LV,1
bovada,4890973,prediction probability unavailable,espn-401772720,2.5,receptions,,Ashton Jeanty,,PREDICTION_MISSING,2025,OVER,LV,1
draftkings,4890973,prediction probability unavailable,espn-401772720,2.5,receptions,,Ashton Jeanty,,PREDICTION_MISSING,2025,OVER,LV,1
fanduel,4890973,prediction probability unavailable,espn-401772720,2.5,receptions,,Ashton Jeanty,,PREDICTION_MISSING,2025,OVER,LV,1
williamhill_us,4890973,prediction probability unavailable,espn-401772720,2.5,receptions,,Ashton Jeanty,,PREDICTION_MISSING,2025,OVER,LV,1
betmgm,4890973,prediction probability unavailable,espn-401772720,2.5,receptions,,Ashton Jeanty,,PREDICTION_MISSING,2025,UNDER,LV,1
betonlineag,4890973,prediction probability unavailable,espn-401772720,2.5,receptions,,Ashton Jeanty,,PREDICTION_MISSING,2025,UNDER,LV,1
betrivers,4890973,prediction probability unavailable,espn-401772720,2.5,receptions,,Ashton Jeanty,,PREDICTION_MISSING,2025,UNDER,LV,1
bovada,4890973,prediction probability unavailable,espn-401772720,2.5,receptions,,Ashton Jeanty,,PREDICTION_MISSING,2025,UNDER,LV,1
draftkings,4890973,prediction probability unavailable,espn-401772720,2.5,receptions,,Ashton Jeanty,,PREDICTION_MISSING,2025,UNDER,LV,1
fanduel,4890973,prediction probability unavailable,espn-401772720,2.5,receptions,,Ashton Jeanty,,PREDICTION_MISSING,2025,UNDER,LV,1
williamhill_us,4890973,prediction probability unavailable,espn-401772720,2.5,receptions,,Ashton Jeanty,,PREDICTION_MISSING,2025,UNDER,LV,1
betmgm,4890973,prediction probability unavailable,espn-401772720,15.5,rushing_attempts,,Ashton Jeanty,,PREDICTION_MISSING,2025,OVER,LV,1
betonlineag,4890973,prediction probability unavailable,espn-401772720,16.5,rushing_attempts,,Ashton Jeanty,,PREDICTION_MISSING,2025,OVER,LV,1
bovada,4890973,prediction probability unavailable,espn-401772720,16.5,rushing_attempts,,Ashton Jeanty,,PREDICTION_MISSING,2025,OVER,LV,1
draftkings,4890973,prediction probability unavailable,espn-401772720,16.5,rushing_attempts,,Ashton Jeanty,,PREDICTION_MISSING,2025,OVER,LV,1
fanduel,4890973,prediction probability unavailable,espn-401772720,16.5,rushing_attempts,,Ashton Jeanty,,PREDICTION_MISSING,2025,OVER,LV,1
betrivers,4890973,prediction probability unavailable,espn-401772720,17.5,rushing_attempts,,Ashton Jeanty,,PREDICTION_MISSING,2025,OVER,LV,1
